emp_no,first_name,last_name,birth_date,from_date,to_date,title
418831,Leah,Marzano,1957-09-09,1988-04-10,9999-01-01,Staff
418832,Yechezkel,Beetstra,1959-11-18,1986-03-03,9999-01-01,Senior Engineer
418838,Barun,Hitomi,1962-08-21,1986-01-07,9999-01-01,Senior Staff
418839,Sastry,Rothe,1964-07-11,1988-01-17,9999-01-01,Senior Staff
418844,Ravishankar,Cusworth,1960-08-20,1988-10-26,9999-01-01,Senior Engineer
418846,Juichirou,Heering,1964-05-16,1988-11-23,9999-01-01,Staff
418847,Muneo,Thibadeau,1959-07-14,1988-04-24,9999-01-01,Engineer
418863,Waiman,Menhardt,1957-09-05,1988-07-05,9999-01-01,Engineer
418868,Arlette,Belinskaya,1961-05-09,1985-02-24,9999-01-01,Senior Staff
418874,Danel,Servieres,1959-07-26,1985-11-21,9999-01-01,Senior Engineer
418898,Rayond,Hambrick,1957-08-01,1985-11-27,9999-01-01,Staff
418900,Turgut,Schueller,1959-11-24,1985-04-22,9999-01-01,Staff
418910,Odysseas,Gammage,1962-07-18,1986-10-01,9999-01-01,Senior Engineer
418918,Marin,Kaelbling,1957-11-19,1986-06-02,9999-01-01,Staff
418941,Shim,Cronin,1959-12-28,1986-02-04,9999-01-01,Engineer
418955,Jinya,Kinley,1956-08-10,1987-09-20,9999-01-01,Engineer
418969,Dmitri,Huhdanpaa,1957-02-17,1988-06-30,9999-01-01,Staff
418975,Ibibia,Sullins,1963-07-27,1988-07-08,9999-01-01,Staff
418993,Kousuke,Marzano,1963-11-21,1986-04-12,9999-01-01,Senior Engineer
419016,Xuejun,Iivonen,1963-01-07,1988-12-16,9999-01-01,Senior Staff
419017,Elliott,Ritcey,1957-09-29,1986-09-27,9999-01-01,Senior Engineer
419026,Baruch,Pellegrinelli,1962-03-10,1987-05-20,9999-01-01,Senior Staff
419028,Heon,Gecsel,1960-09-23,1986-04-20,9999-01-01,Senior Staff
419032,Atreye,Msuda,1961-01-26,1988-09-10,9999-01-01,Senior Staff
419038,Toshimi,Scallan,1963-01-02,1985-02-18,9999-01-01,Senior Staff
419055,Mona,Leaver,1962-04-11,1985-08-09,9999-01-01,Senior Engineer
419057,Kristof,Underwood,1961-09-11,1986-04-04,9999-01-01,Senior Engineer
419064,Cheong,Janetzko,1962-01-10,1986-01-09,9999-01-01,Senior Engineer
419072,Serap,Glinert,1962-04-21,1986-12-21,9999-01-01,Senior Engineer
419080,Gay,Kaltofen,1963-07-04,1986-03-24,9999-01-01,Senior Engineer
419083,Xiaocheng,Vecchio,1962-05-25,1987-08-21,9999-01-01,Engineer
419097,Zhenhua,Socorro,1959-08-05,1986-12-26,9999-01-01,Assistant Engineer
419101,Dietrich,Syrotiuk,1962-04-11,1987-10-02,9999-01-01,Senior Engineer
419102,Jasminko,Ghandeharizadeh,1956-10-10,1988-08-30,9999-01-01,Engineer
419109,Mats,Fiutem,1958-10-20,1987-01-22,9999-01-01,Engineer
419112,Heng,Parascandalo,1957-09-03,1988-06-10,9999-01-01,Senior Engineer
419122,Beshir,Zambonelli,1960-10-30,1985-09-26,9999-01-01,Senior Engineer
419127,Faiza,Gyorkos,1963-08-10,1986-08-09,9999-01-01,Senior Staff
419146,Bernardo,Munoz,1961-01-22,1988-04-12,9999-01-01,Engineer
419148,Guiseppe,Botman,1957-11-12,1986-10-17,9999-01-01,Senior Staff
419149,Pranjal,Khamsi,1961-06-06,1988-04-02,9999-01-01,Engineer
419155,Shigehito,Ranta,1964-04-17,1988-11-11,9999-01-01,Engineer
419161,Akemi,Ponthieu,1962-05-21,1985-06-19,9999-01-01,Engineer
419175,Martial,Mukaidono,1959-02-28,1988-12-07,9999-01-01,Engineer
419178,Henk,Osgood,1961-09-18,1985-07-02,9999-01-01,Senior Staff
419179,Prodip,Bakhtari,1959-08-09,1987-01-16,9999-01-01,Engineer
419184,Marsja,Zwicker,1959-06-07,1988-01-26,9999-01-01,Senior Staff
419192,Uta,Walstra,1958-06-08,1987-02-07,9999-01-01,Staff
419194,Houman,Adachi,1957-11-21,1986-05-04,9999-01-01,Senior Staff
419195,Gopalakrishnan,Sadowski,1964-08-24,1987-05-03,9999-01-01,Senior Staff
419210,Bartek,Erbe,1964-09-07,1986-06-21,9999-01-01,Staff
419215,Syozo,Openshaw,1959-07-10,1986-09-17,9999-01-01,Senior Engineer
419234,Bader,Standera,1961-09-22,1988-08-18,9999-01-01,Staff
419251,Ghassan,Munke,1957-06-23,1986-12-05,9999-01-01,Staff
419258,Kenton,Perl,1959-06-09,1986-05-06,9999-01-01,Senior Staff
419275,Demin,Ghandeharizadeh,1958-03-14,1988-07-13,9999-01-01,Senior Staff
419285,Oscar,Hemaspaandra,1960-04-24,1987-08-12,9999-01-01,Staff
419295,Shih,Puppo,1962-12-07,1985-03-19,9999-01-01,Senior Engineer
419317,Kwangjo,Casley,1957-12-25,1986-10-04,9999-01-01,Senior Engineer
419326,Hugo,Hebden,1957-04-29,1987-10-11,9999-01-01,Senior Engineer
419334,Macha,Vingron,1957-05-15,1986-08-02,9999-01-01,Engineer
419339,Volkmar,Rousseau,1963-06-13,1986-03-08,9999-01-01,Senior Staff
419343,Terresa,Erdmenger,1963-09-29,1987-12-20,9999-01-01,Staff
419345,Shietung,Bratten,1964-01-04,1988-01-29,9999-01-01,Staff
419346,Phuoc,Kranzdorf,1960-03-15,1985-06-25,9999-01-01,Engineer
419356,Genevieve,Bakhtari,1961-04-01,1986-02-13,9999-01-01,Staff
419367,Moto,Gelosh,1959-11-16,1985-05-10,9999-01-01,Staff
419386,Morris,Asrin,1960-12-26,1986-03-23,9999-01-01,Senior Engineer
419398,Ulf,Armand,1959-04-09,1986-09-06,9999-01-01,Senior Staff
419403,Xudong,Farrow,1959-02-05,1985-08-14,9999-01-01,Staff
419411,Armond,Zallocco,1961-12-26,1985-08-09,9999-01-01,Senior Engineer
419413,Koldo,Clouatre,1963-01-26,1986-08-20,9999-01-01,Engineer
419415,Lihong,Scallan,1963-08-09,1985-04-05,9999-01-01,Senior Engineer
419416,Mikhail,Lakshmanan,1962-09-28,1987-03-28,9999-01-01,Staff
419418,Eric,Cannard,1963-05-05,1986-09-05,9999-01-01,Senior Staff
419420,Mohammed,Dulli,1964-12-12,1985-10-11,9999-01-01,Senior Staff
419429,Yechiam,Tanemo,1962-12-14,1988-02-02,9999-01-01,Engineer
419433,Xiadong,Velasco,1958-04-08,1988-01-05,9999-01-01,Engineer
419438,Gift,Suwa,1961-02-02,1987-02-28,9999-01-01,Staff
419452,Cristinel,Ranka,1963-07-10,1988-06-27,9999-01-01,Senior Staff
419456,Pantung,Homond,1961-01-21,1987-10-05,9999-01-01,Staff
419458,Arno,Lundstrom,1956-04-02,1988-02-08,9999-01-01,Staff
419462,Xiadong,Ladret,1960-05-09,1986-08-10,9999-01-01,Engineer
419466,Evgueni,Itzigehl,1962-11-02,1987-01-02,9999-01-01,Senior Staff
419472,Kotesh,Lund,1961-02-12,1987-10-03,9999-01-01,Staff
419473,Arvind,Soloway,1961-12-19,1987-02-17,9999-01-01,Senior Engineer
419478,Godehard,Birnbaum,1962-02-07,1987-09-12,9999-01-01,Senior Engineer
419481,Ymte,Hockney,1963-11-23,1986-02-02,9999-01-01,Engineer
419489,Chiradeep,Cooman,1959-11-04,1985-06-14,9999-01-01,Senior Staff
419498,Lucien,Nanard,1959-06-27,1986-07-28,9999-01-01,Engineer
419501,Tonny,Bernardeschi,1962-03-05,1988-07-06,9999-01-01,Senior Staff
419509,Aria,Ranon,1959-09-11,1988-02-22,9999-01-01,Senior Engineer
419519,Moheb,Tsukuda,1961-08-16,1988-03-16,9999-01-01,Senior Staff
419535,Youssef,Reinhard,1964-01-23,1987-10-22,9999-01-01,Senior Staff
419541,Kazuhiko,Junot,1961-05-01,1986-10-18,9999-01-01,Senior Staff
419544,Neven,Streit,1964-02-10,1988-04-12,9999-01-01,Senior Staff
419552,Honglan,Bardell,1958-06-15,1985-10-28,9999-01-01,Senior Staff
419553,Shushma,Alencar,1963-09-17,1988-01-12,9999-01-01,Staff
419555,Amstein,Kugler,1962-08-04,1986-09-02,9999-01-01,Senior Staff
419556,Sreekrishna,Parveen,1964-08-11,1988-07-29,9999-01-01,Senior Engineer
419558,Sumant,Schoegge,1957-12-31,1986-09-24,9999-01-01,Staff
419565,Teiji,Zuberek,1961-07-02,1986-09-18,9999-01-01,Senior Engineer
419573,Wanqing,Harnett,1959-08-14,1988-09-23,9999-01-01,Engineer
419574,Ghassan,Kusakabe,1962-06-21,1986-08-29,9999-01-01,Senior Engineer
419582,Rutger,Orlowski,1962-05-06,1988-08-22,9999-01-01,Senior Staff
419590,Hideyuki,Tsunoo,1959-05-31,1985-12-07,9999-01-01,Engineer
419596,Bedrich,Christianini,1963-02-18,1986-04-10,9999-01-01,Staff
419597,Branimir,Guardalben,1964-09-30,1986-05-15,9999-01-01,Senior Engineer
419609,Gou,Schach,1959-03-24,1986-11-17,9999-01-01,Engineer
419615,Samphel,Cappelletti,1960-09-04,1988-01-16,9999-01-01,Staff
419620,Vivian,Alameldin,1957-04-12,1985-09-28,9999-01-01,Engineer
419627,Xinyu,Morton,1964-04-28,1988-05-17,9999-01-01,Technique Leader
419634,Conor,Joslin,1960-09-14,1988-04-21,9999-01-01,Staff
419641,Christfried,Kolinko,1961-04-14,1986-08-31,9999-01-01,Senior Staff
419647,Fumitake,Anger,1961-01-20,1988-03-30,9999-01-01,Assistant Engineer
419654,Georgy,Baaleh,1959-10-06,1987-10-21,9999-01-01,Senior Engineer
419677,Elgin,Bondorf,1961-10-25,1986-10-14,9999-01-01,Engineer
419678,Jayesh,Schlumberger,1959-01-12,1988-08-13,9999-01-01,Engineer
419685,Moti,Heemskerk,1964-01-17,1987-09-23,9999-01-01,Senior Staff
419691,Kristof,Junot,1956-04-07,1986-10-04,9999-01-01,Senior Engineer
419696,Khun,Danner,1959-12-07,1986-09-12,9999-01-01,Staff
419698,Goo,Bellmore,1958-04-08,1988-03-23,9999-01-01,Engineer
419701,Bader,Eugenio,1963-09-30,1986-10-19,9999-01-01,Staff
419702,Marjo,Matzke,1962-04-08,1987-07-02,9999-01-01,Senior Engineer
419709,Aloke,Farrow,1956-09-22,1985-05-29,9999-01-01,Senior Staff
419751,Kristinn,Erde,1963-04-20,1985-08-15,9999-01-01,Senior Staff
419752,Chuanti,Schlumberger,1964-07-16,1986-08-20,9999-01-01,Staff
419771,Bilhanan,Stellhorn,1959-08-08,1987-10-09,9999-01-01,Engineer
419789,Surveyors,Koyama,1959-01-06,1988-07-08,9999-01-01,Senior Engineer
419795,Zhenhua,Luan,1958-06-06,1987-09-04,9999-01-01,Engineer
419804,Francoise,Kossowski,1962-05-02,1986-01-14,9999-01-01,Senior Staff
419807,Adit,Benveniste,1958-02-12,1988-06-22,9999-01-01,Staff
419816,Chikako,Huhdanpaa,1956-09-19,1985-05-09,9999-01-01,Engineer
419830,Subhankar,Speel,1963-07-25,1987-05-20,9999-01-01,Senior Staff
419841,Oddvar,Sessa,1958-04-11,1988-01-07,9999-01-01,Senior Staff
419845,Deborah,Giaccio,1958-04-23,1986-02-13,9999-01-01,Senior Engineer
419849,Koichi,Akazan,1956-06-18,1985-07-29,9999-01-01,Senior Engineer
419858,Haldon,Dredge,1964-06-07,1985-09-21,9999-01-01,Engineer
419868,Irena,Erman,1964-10-29,1986-05-03,9999-01-01,Senior Staff
419869,Padma,Vitiello,1956-05-27,1988-06-06,9999-01-01,Senior Engineer
419881,Navin,Winter,1959-01-02,1985-09-17,9999-01-01,Staff
419916,Arnd,Belinskaya,1964-12-21,1986-05-20,9999-01-01,Senior Engineer
419927,Barton,Msuda,1956-09-21,1988-10-30,9999-01-01,Engineer
419930,Subbu,Barvinok,1964-11-25,1985-11-09,9999-01-01,Senior Engineer
419937,Tomokazu,Birsak,1959-06-03,1985-06-21,9999-01-01,Senior Staff
419947,Odinaldo,Camarinopoulos,1956-01-14,1986-05-30,9999-01-01,Senior Engineer
419948,Yuuichi,Leijenhorst,1957-11-22,1985-12-30,9999-01-01,Senior Engineer
419952,Jianhui,Demizu,1962-01-01,1987-07-02,9999-01-01,Senior Engineer
419956,Shen,Demian,1958-07-26,1985-03-19,9999-01-01,Technique Leader
419958,Masaru,Sichman,1963-10-26,1987-10-15,9999-01-01,Senior Engineer
419963,Yuguang,Werthner,1964-04-08,1985-07-25,9999-01-01,Senior Engineer
419964,Kazuhide,Beidas,1961-02-23,1985-02-07,9999-01-01,Senior Engineer
419966,Munehiro,Simmel,1961-11-25,1987-10-23,9999-01-01,Senior Engineer
419972,Boguslaw,Driscoll,1962-05-10,1988-09-16,9999-01-01,Senior Staff
419977,Arnould,Swist,1964-11-28,1986-03-07,9999-01-01,Senior Staff
419983,Vishv,Hartvigsen,1963-12-10,1985-12-03,9999-01-01,Engineer
419989,Djenana,Zucker,1964-03-01,1987-05-12,9999-01-01,Engineer
420000,Hilary,Tyugu,1958-07-23,1988-01-24,9999-01-01,Engineer
420008,Taisook,Sambasivam,1961-05-22,1987-02-27,9999-01-01,Senior Engineer
420009,Ingemar,Marwedel,1957-06-18,1987-02-19,9999-01-01,Senior Engineer
420012,Prasadram,Noriega,1963-07-27,1986-08-07,9999-01-01,Technique Leader
420017,Sanjiv,Grabner,1957-11-06,1986-03-28,9999-01-01,Senior Engineer
420018,Masoud,Remmers,1963-11-18,1985-05-04,9999-01-01,Technique Leader
420024,Gay,Peris,1964-12-12,1986-06-30,9999-01-01,Engineer
420035,Claudi,Heystek,1956-07-29,1985-08-16,9999-01-01,Senior Engineer
420036,Ferdinand,Miara,1958-11-04,1985-09-01,9999-01-01,Staff
420049,Anoosh,Eiron,1962-10-18,1988-08-01,9999-01-01,Senior Staff
420056,Toshimi,Krychniak,1956-02-19,1987-07-07,9999-01-01,Assistant Engineer
420059,Elgin,Nilsson,1964-02-29,1985-12-20,9999-01-01,Engineer
420068,Gererd,Walstra,1961-01-12,1988-02-10,9999-01-01,Engineer
420069,Yakichi,Schreiter,1963-10-22,1986-09-18,9999-01-01,Engineer
420080,Jagoda,Radivojevic,1958-03-01,1985-10-13,9999-01-01,Engineer
420082,Lene,Pauthner,1960-10-23,1986-06-04,9999-01-01,Staff
420085,Leni,Eugenio,1960-09-26,1987-04-14,9999-01-01,Engineer
420086,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Engineer
420091,Jolita,Bahl,1956-10-20,1985-04-20,9999-01-01,Senior Staff
420097,Aimee,Stifter,1962-06-25,1987-12-13,9999-01-01,Engineer
420109,Vishwani,Waymire,1956-10-01,1985-09-18,9999-01-01,Senior Staff
420120,Serif,Marzano,1957-06-11,1985-05-27,9999-01-01,Senior Staff
420122,Kwangsub,Perfilyeva,1958-08-30,1987-09-21,9999-01-01,Senior Engineer
420123,Feiyu,Rebaine,1959-12-04,1987-05-04,9999-01-01,Staff
420124,Atilio,Dayang,1963-08-31,1985-04-29,9999-01-01,Staff
420130,Chaoyi,Flexer,1963-06-04,1985-02-28,9999-01-01,Senior Engineer
420133,Martins,Undy,1961-06-11,1986-09-16,9999-01-01,Senior Engineer
420137,Uzi,Hinsberger,1957-07-21,1988-09-17,9999-01-01,Staff
420140,Dzung,Pearson,1959-12-11,1985-07-18,9999-01-01,Senior Staff
420151,Khoa,Maierhofer,1964-07-08,1986-08-14,9999-01-01,Senior Staff
420155,Youpyo,Liesche,1963-07-07,1986-03-06,9999-01-01,Senior Staff
420157,Vugranam,Garnier,1957-01-19,1988-04-01,9999-01-01,Staff
420161,Aran,Cincotta,1962-04-10,1987-03-27,9999-01-01,Engineer
420167,Chaosheng,Perin,1959-10-29,1985-03-06,9999-01-01,Staff
420172,Mohit,Rodier,1963-06-08,1986-09-11,9999-01-01,Senior Engineer
420183,Diederik,Stafford,1964-03-08,1986-02-10,9999-01-01,Engineer
420197,Stafford,Soicher,1960-06-07,1985-08-26,9999-01-01,Engineer
420199,Jiong,Provine,1958-06-10,1987-09-27,9999-01-01,Senior Engineer
420200,Haldun,Shinomoto,1961-01-29,1986-01-13,9999-01-01,Senior Staff
420204,Rajmohan,Tasistro,1957-09-01,1985-04-14,9999-01-01,Senior Staff
420214,Janche,Haldar,1960-12-17,1987-02-21,9999-01-01,Senior Staff
420235,Youjian,Nittel,1957-03-31,1985-05-02,9999-01-01,Senior Staff
420238,Aloke,Hockney,1959-08-16,1986-12-23,9999-01-01,Senior Engineer
420245,Kristian,Pero,1961-02-22,1986-12-04,9999-01-01,Technique Leader
420247,Xuejun,DuBourdieux,1961-06-07,1988-08-02,9999-01-01,Senior Engineer
420252,Shunichi,Bridgland,1962-12-05,1985-07-15,9999-01-01,Technique Leader
420255,Suvo,Gecsel,1958-11-01,1988-12-22,9999-01-01,Engineer
420257,Jungsoon,Kaiserswerth,1963-02-15,1985-03-06,9999-01-01,Senior Staff
420258,Somnath,Gulak,1964-01-19,1988-01-30,9999-01-01,Senior Engineer
420277,Jaewon,Teitelbaum,1957-10-26,1988-12-11,9999-01-01,Senior Engineer
420287,Herb,Kroon,1959-07-10,1988-12-15,9999-01-01,Engineer
420306,Katsuyuki,Peral,1964-03-10,1987-07-27,9999-01-01,Senior Staff
420313,Sachin,Christ,1963-02-23,1986-12-12,9999-01-01,Senior Staff
420316,Nevio,Penttonen,1964-08-08,1987-08-24,9999-01-01,Senior Engineer
420319,Ute,Hofmeyr,1957-01-30,1985-10-09,9999-01-01,Senior Engineer
420330,Isaac,Chiodo,1959-09-26,1987-02-09,9999-01-01,Senior Staff
420338,Mabry,Compeau,1956-01-07,1986-07-03,9999-01-01,Engineer
420347,Shuky,Valette,1963-09-03,1987-10-26,9999-01-01,Senior Staff
420375,Jongsuk,Zolotykh,1962-07-20,1985-12-24,9999-01-01,Senior Engineer
420379,Shooichi,Belinskaya,1958-08-11,1986-04-28,9999-01-01,Engineer
420380,Ewing,Schnelling,1963-04-25,1986-08-08,9999-01-01,Senior Engineer
420384,Deborah,Baek,1963-07-25,1988-06-04,9999-01-01,Senior Staff
420391,Kotesh,Pleszkun,1959-01-12,1986-12-01,9999-01-01,Senior Staff
420395,Basim,Swift,1962-11-02,1987-07-19,9999-01-01,Technique Leader
420413,Tayeb,Zumaque,1960-12-15,1988-08-08,9999-01-01,Engineer
420414,Jeanne,Gargeya,1963-04-28,1985-08-10,9999-01-01,Senior Engineer
420432,Willard,Eppinger,1963-07-09,1988-03-26,9999-01-01,Senior Engineer
420453,Uta,Vidya,1959-10-31,1987-09-22,9999-01-01,Senior Staff
420455,Serge,Conta,1960-03-12,1988-07-10,9999-01-01,Engineer
420464,Shan,Alblas,1963-09-05,1987-01-03,9999-01-01,Staff
420466,Sanjay,Keirsey,1956-12-28,1986-04-24,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Staff
420480,Ziya,Bratsberg,1962-10-15,1986-10-01,9999-01-01,Senior Engineer
420482,Genta,Rotem,1958-03-30,1988-04-14,9999-01-01,Senior Engineer
420483,Arunas,Hedayat,1959-03-20,1985-06-24,9999-01-01,Senior Engineer
420489,Carrsten,Shackel,1961-02-06,1987-03-29,9999-01-01,Senior Engineer
420506,Sachio,Ohori,1964-07-01,1985-09-24,9999-01-01,Senior Engineer
420519,Vishu,Veeraraghavan,1960-07-11,1988-04-16,9999-01-01,Staff
420527,Reuven,Schmittgen,1959-09-11,1988-09-28,9999-01-01,Senior Staff
420530,Spyrose,Setlzner,1961-07-03,1988-11-08,9999-01-01,Technique Leader
420533,Kwangjo,Marrakchi,1964-08-20,1988-03-28,9999-01-01,Staff
420540,Arup,Demian,1962-09-11,1987-02-19,9999-01-01,Senior Engineer
420546,Serge,Berztiss,1956-03-17,1988-08-24,9999-01-01,Engineer
420556,Horward,Engberts,1963-03-05,1986-07-02,9999-01-01,Senior Engineer
420559,Vincent,Baig,1956-06-12,1988-11-14,9999-01-01,Senior Engineer
420571,Jaideep,Thebaut,1957-01-19,1987-12-09,9999-01-01,Senior Engineer
420602,Xiong,Casperson,1964-12-05,1987-01-23,9999-01-01,Senior Engineer
420603,Arco,Benveniste,1963-05-25,1988-10-20,9999-01-01,Technique Leader
420609,Gio,Tokunaga,1957-08-15,1987-10-08,9999-01-01,Senior Staff
420610,Leszek,Douceur,1961-08-17,1985-12-30,9999-01-01,Engineer
420611,Kwan,Gluchowski,1961-07-06,1987-07-31,9999-01-01,Senior Staff
420613,Godehard,Heystek,1956-08-26,1985-07-19,9999-01-01,Senior Staff
420618,Boalin,Wroclawski,1960-10-02,1987-12-17,9999-01-01,Senior Engineer
420650,Sandeepan,Tsukune,1962-03-28,1987-12-02,9999-01-01,Senior Staff
420652,Gregory,Waterhouse,1961-09-06,1986-05-12,9999-01-01,Senior Staff
420653,Reuven,Vigier,1959-12-06,1988-12-16,9999-01-01,Engineer
420656,Yongmao,Birta,1963-12-09,1986-11-14,9999-01-01,Staff
420668,Hongzue,Stifter,1964-07-27,1988-10-07,9999-01-01,Technique Leader
420674,Takushi,Ariola,1956-08-11,1987-10-30,9999-01-01,Senior Staff
420685,Stein,Setia,1963-07-30,1987-03-24,9999-01-01,Senior Staff
420694,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Staff
420698,Dulce,Chorvat,1959-06-15,1987-09-05,9999-01-01,Senior Staff
420704,Kristof,Varker,1958-06-07,1986-04-05,9999-01-01,Senior Engineer
420721,Hsiangchu,Munro,1956-08-15,1987-06-16,9999-01-01,Staff
420727,Taegyun,Cronau,1959-02-03,1985-06-10,9999-01-01,Engineer
420730,Poorav,Aloisi,1956-03-06,1986-06-14,9999-01-01,Technique Leader
420740,Lobel,Matzov,1960-07-15,1988-03-28,9999-01-01,Staff
420741,Marke,Siksek,1961-09-21,1985-03-21,9999-01-01,Engineer
420749,Lunjin,Mullainathan,1958-09-21,1985-02-08,9999-01-01,Senior Staff
420750,Alassane,Awdeh,1959-02-13,1986-11-26,9999-01-01,Engineer
420760,Volkmar,Griswold,1964-06-04,1987-04-22,9999-01-01,Engineer
420771,Mang,Bressoud,1963-08-14,1985-07-02,9999-01-01,Engineer
420779,Gennadi,Plesums,1962-05-07,1986-01-17,9999-01-01,Engineer
420784,Bodh,Radivojevic,1960-12-08,1986-04-13,9999-01-01,Senior Engineer
420791,Nahla,Harllee,1962-06-04,1988-10-11,9999-01-01,Senior Staff
420797,Edwin,Pehl,1962-04-27,1985-06-07,9999-01-01,Senior Staff
420799,Bernt,Menyhert,1963-03-22,1986-01-06,9999-01-01,Technique Leader
420807,Golgen,Biron,1960-07-30,1986-04-21,9999-01-01,Senior Engineer
420813,Radhakrishnan,Bail,1959-01-30,1985-08-12,9999-01-01,Senior Staff
420826,Salvador,Ramaiah,1957-07-30,1986-06-19,9999-01-01,Engineer
420827,Arumugam,Kakkar,1956-04-29,1985-03-05,9999-01-01,Senior Engineer
420834,Constantino,Yemenis,1961-10-13,1988-04-24,9999-01-01,Senior Staff
420837,Valeska,Slobodova,1957-02-26,1987-11-02,9999-01-01,Engineer
420844,Aluzio,Desikan,1961-12-17,1985-12-24,9999-01-01,Assistant Engineer
420845,Leandro,Michaels,1956-03-04,1985-11-09,9999-01-01,Senior Engineer
420847,Srinidhi,Sridhar,1963-06-01,1985-10-24,9999-01-01,Senior Engineer
420850,Sanjit,Serna,1956-02-29,1985-04-18,9999-01-01,Senior Staff
420861,Martina,Lipner,1963-04-05,1988-03-14,9999-01-01,Engineer
420862,Chenxi,Vigier,1959-07-24,1986-08-21,9999-01-01,Engineer
420864,Pramod,Roisin,1958-12-09,1985-08-19,9999-01-01,Senior Staff
420867,Mart,Gopalakrishnan,1957-10-23,1986-02-19,9999-01-01,Senior Engineer
420879,Gita,Fioravanti,1956-07-13,1986-02-27,9999-01-01,Senior Staff
420881,Hiroyasu,Mawatari,1960-06-04,1985-11-17,9999-01-01,Senior Engineer
420888,Vugranam,Benveniste,1960-02-08,1988-03-18,9999-01-01,Senior Staff
420892,Vitali,Genther,1964-11-23,1987-10-19,9999-01-01,Senior Staff
420897,Zhilian,Billingsley,1957-10-08,1987-07-06,9999-01-01,Staff
420900,Kwangsub,Ranum,1956-12-10,1988-08-12,9999-01-01,Engineer
420901,Uli,Benantar,1960-08-04,1988-02-06,9999-01-01,Senior Staff
420910,Eberhardt,Miyakawa,1957-01-06,1988-06-29,9999-01-01,Senior Engineer
420917,Masako,Setia,1959-07-05,1987-03-13,9999-01-01,Senior Staff
420924,Conor,Staudhammer,1961-07-13,1988-05-25,9999-01-01,Staff
420956,Marko,Katzenelson,1959-08-28,1988-08-18,9999-01-01,Senior Engineer
420966,Becky,Badr,1962-07-23,1987-12-13,9999-01-01,Staff
420975,Uwe,Nourani,1961-05-17,1986-05-01,9999-01-01,Senior Engineer
420983,Alagu,Norsworthy,1956-11-19,1986-09-30,9999-01-01,Staff
420989,Girolamo,Danley,1964-12-02,1986-10-07,9999-01-01,Senior Engineer
420992,Nimmagadda,Katzenelson,1962-01-24,1986-07-12,9999-01-01,Engineer
420998,Anoosh,Pena,1956-06-22,1988-10-26,9999-01-01,Senior Staff
421002,Zhanqiu,Butner,1957-04-12,1988-05-24,9999-01-01,Senior Engineer
421026,Georgy,Tyugu,1963-09-29,1986-01-24,9999-01-01,Engineer
421037,Waiman,Frijda,1963-06-16,1985-07-03,9999-01-01,Senior Staff
421047,Kwangjo,Fadgyas,1964-11-17,1988-04-01,9999-01-01,Engineer
421057,Constantine,Fabrizio,1959-05-05,1988-06-11,9999-01-01,Senior Staff
421060,Kwangyoen,Birta,1957-01-01,1988-02-03,9999-01-01,Engineer
421064,Zhenbing,Brodie,1960-07-28,1986-06-18,9999-01-01,Engineer
421068,Martina,Litzler,1956-02-18,1988-11-17,9999-01-01,Senior Engineer
421069,Susanna,Rathonyi,1957-10-13,1987-03-30,9999-01-01,Staff
421071,Ger,Delgrande,1963-05-08,1986-03-22,9999-01-01,Engineer
421077,Roselyn,Templeman,1956-08-26,1987-01-31,9999-01-01,Senior Staff
421079,Sajjad,Baek,1959-11-18,1986-12-01,9999-01-01,Senior Staff
421082,Irena,Gammage,1956-10-03,1987-01-26,9999-01-01,Engineer
421106,Rasikan,Sundgren,1962-01-26,1985-09-26,9999-01-01,Senior Staff
421107,Denis,Klassen,1957-08-18,1985-10-22,9999-01-01,Senior Staff
421130,Zhonghui,Pettit,1958-01-27,1988-12-02,9999-01-01,Senior Staff
421132,Fusako,Solovay,1956-01-30,1987-07-09,9999-01-01,Senior Engineer
421135,Debatosh,Henders,1964-09-03,1987-08-04,9999-01-01,Senior Staff
421137,Weiru,Bernardinello,1961-02-14,1985-08-10,9999-01-01,Senior Staff
421146,Arco,Schiettecatte,1956-05-20,1986-01-22,9999-01-01,Senior Engineer
421153,Guttorm,Plotkin,1964-02-08,1986-08-10,9999-01-01,Senior Staff
421156,Nalini,Tomescu,1964-07-28,1986-11-14,9999-01-01,Engineer
421171,Hilari,Wroclawski,1964-06-24,1988-09-24,9999-01-01,Senior Staff
421183,Douadi,Awdeh,1963-07-04,1987-02-15,9999-01-01,Senior Staff
421185,Oddvar,Adachi,1959-03-16,1985-08-06,9999-01-01,Senior Engineer
421187,Greger,Anguita,1957-06-15,1986-12-24,9999-01-01,Senior Staff
421188,Kwun,Ducloy,1957-03-26,1987-04-07,9999-01-01,Engineer
421210,Xiong,Constantine,1962-10-16,1988-08-22,9999-01-01,Staff
421230,Ravishankar,Malinowski,1957-05-11,1985-09-21,9999-01-01,Engineer
421235,Candida,Coney,1957-06-23,1986-10-31,9999-01-01,Senior Staff
421237,Uma,Snedden,1962-06-09,1986-11-30,9999-01-01,Senior Engineer
421242,Akemi,Birsak,1964-09-05,1985-07-11,9999-01-01,Senior Engineer
421245,Werner,Bodoff,1964-05-30,1987-08-08,9999-01-01,Senior Engineer
